,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1165,Actinomyces~virus~Av1,Caudovirales,Podoviridae,Unassigned,,Overlap (VC_176/VC_317/VC_447/VC_525),,,,,,,,,,
1166,Actinoplanes~phage~phiAsp2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1169,Aeromonas~phage~CC2,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_1079/VC_1080),,,,,,,,,,
1170,Aeromonas~phage~PX29,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_1079/VC_1080),,,,,,,,,,
1171,Aeromonas~phage~pAh6-C,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_1095/VC_1096),,,,,,,,,,
1173,Aeromonas~phage~phiAS5,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_1079/VC_1080),,,,,,,,,,
1175,Aeromonas~phage~vB_AsaM-56,Caudovirales,Myoviridae,Unassigned,,Outlier,,,,,,,,,,
1179,Aeromonas~virus~65,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_1079/VC_1080),,,,,,,,,,
1180,Aeromonas~virus~Aeh1,Caudovirales,Myoviridae,Unassigned,,Overlap (VC_1079/VC_1080),,,,,,,,,,
1182,Aeropyrum~pernix~ovoid~virus~1,Unassigned,Guttaviridae,Betaguttavirus,,Singleton,,,,,,,,,,
1183,Aeropyrum~pernix~spindle-shaped~virus~1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1184,Aggregatibacter~phage~S1249,Unassigned,Unassigned,Unassigned,,Overlap (VC_429/VC_458),,,,,,,,,,
1186,Alteromonas~phage~vB_AmaP_AD45-P1,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
1187,Anabaena~phage~A-4L,Caudovirales,Podoviridae,Unassigned,,Outlier,,,,,,,,,,
1190,Arthrobacter~phage~Decurro,Caudovirales,Siphoviridae,Decurrovirus,,Outlier,,,,,,,,,,
1194,Arthrobacter~phage~vB_ArS-ArV2,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1196,Aurantimonas~phage~AmM-1,Caudovirales,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1197,Azospirillum~phage~Cd,Caudovirales,Siphoviridae,Unassigned,,Outlier,,,,,,,,,,
1198,BAC3_V__1013,Unassigned,Unassigned,Unassigned,,Overlap (VC_3/VC_13/VC_192),,,,,,,,,,
1199,BAC3_V__10155,Unassigned,Unassigned,Unassigned,,Overlap (VC_163/VC_291/VC_627/VC_694),,,,,,,,,,
1200,BAC3_V__10173,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1201,BAC3_V__107,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1205,BAC3_V__1338,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1206,BAC3_V__1434,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1210,BAC3_V__1997,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1211,BAC3_V__2033,Unassigned,Unassigned,Unassigned,,Overlap (VC_99/VC_364/VC_496),,,,,,,,,,
1212,BAC3_V__2045,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1215,BAC3_V__217,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1216,BAC3_V__2220,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1217,BAC3_V__226,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1218,BAC3_V__2275,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1219,BAC3_V__2282,Unassigned,Unassigned,Unassigned,,Overlap (VC_87/VC_206/VC_299/VC_1192),,,,,,,,,,
1222,BAC3_V__242,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1223,BAC3_V__2570,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1224,BAC3_V__2645,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1225,BAC3_V__2721,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1226,BAC3_V__3033,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1227,BAC3_V__3115,Unassigned,Unassigned,Unassigned,,Overlap (VC_896/VC_939),,,,,,,,,,
1228,BAC3_V__3128,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1231,BAC3_V__3284,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1232,BAC3_V__3288,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1234,BAC3_V__3417,Unassigned,Unassigned,Unassigned,,Overlap (VC_17/VC_19),,,,,,,,,,
1235,BAC3_V__3464,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1236,BAC3_V__3529,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1237,BAC3_V__3575,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1238,BAC3_V__3784,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1239,BAC3_V__3869,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1243,BAC3_V__4263,Unassigned,Unassigned,Unassigned,,Overlap (VC_160/VC_252),,,,,,,,,,
1246,BAC3_V__4603,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1248,BAC3_V__4634,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1249,BAC3_V__4662,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1250,BAC3_V__474,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1251,BAC3_V__4752,Unassigned,Unassigned,Unassigned,,Overlap (VC_264/VC_274),,,,,,,,,,
1252,BAC3_V__4859,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1254,BAC3_V__4962,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1256,BAC3_V__5198,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1257,BAC3_V__5269,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1258,BAC3_V__5476,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1259,BAC3_V__572,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1260,BAC3_V__5798,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1263,BAC3_V__6392,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1265,BAC3_V__8134,Unassigned,Unassigned,Unassigned,,Overlap (VC_110/VC_1506),,,,,,,,,,
1266,BAC3_V__8146,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1267,BAC3_V__8161,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1269,BAC3_V__8399,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1271,BAC3_V__8871,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1272,BAC3_V__9121,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1276,BAC3_V__9730,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1277,BAC7_V__1105,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1278,BAC7_V__1125,Unassigned,Unassigned,Unassigned,,Overlap (VC_264/VC_274),,,,,,,,,,
1281,BAC7_V__1487,Unassigned,Unassigned,Unassigned,,Overlap (VC_51/VC_1013),,,,,,,,,,
1283,BAC7_V__1627,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1285,BAC7_V__1773,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1287,BAC7_V__2664,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1288,BAC7_V__308,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1289,BAC7_V__3137,Unassigned,Unassigned,Unassigned,,Overlap (VC_161/VC_168),,,,,,,,,,
1290,BAC7_V__3644,Unassigned,Unassigned,Unassigned,,Overlap (VC_555/VC_820),,,,,,,,,,
1291,BAC7_V__377,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1292,BAC7_V__3781,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1294,BAC7_V__435,Unassigned,Unassigned,Unassigned,,Overlap (VC_539/VC_541),,,,,,,,,,
1295,BAC7_V__4923,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1296,BAC7_V__4928,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1299,BAC7_V__5313,Unassigned,Unassigned,Unassigned,,Overlap (VC_334/VC_345/VC_623/VC_1545),,,,,,,,,,
1301,BAC7_V__590,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1302,BAC7_V__614,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1306,BAC7_V__7758,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1308,BAC7_V__8151,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1309,BAC7_V__8340,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1310,BAC7_V__8464,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1312,BAC7_V__864,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1313,BAC7_V__8798,Unassigned,Unassigned,Unassigned,,Overlap (VC_172/VC_317),,,,,,,,,,
1314,BAC7_V__8890,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1315,BAC7_V__906,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1317,BAC7_V__9436,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1318,BAC7_V__9655,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1320,BAD1_V__10001,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1322,BAD1_V__10261,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1323,BAD1_V__1042,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1324,BAD1_V__13,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1327,BAD1_V__1568,Unassigned,Unassigned,Unassigned,,Overlap (VC_6/VC_453),,,,,,,,,,
1330,BAD1_V__2197,Unassigned,Unassigned,Unassigned,,Overlap (VC_759/VC_1375),,,,,,,,,,
1331,BAD1_V__225,Unassigned,Unassigned,Unassigned,,Overlap (VC_182/VC_597/VC_752),,,,,,,,,,
1332,BAD1_V__2296,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1333,BAD1_V__2354,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1338,BAD1_V__3428,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1340,BAD1_V__3943,Unassigned,Unassigned,Unassigned,,Overlap (VC_475/VC_1221),,,,,,,,,,
1341,BAD1_V__3948,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1342,BAD1_V__4074,Unassigned,Unassigned,Unassigned,,Overlap (VC_317/VC_323),,,,,,,,,,
1343,BAD1_V__4833,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1344,BAD1_V__4893,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1345,BAD1_V__4934,Unassigned,Unassigned,Unassigned,,Overlap (VC_82/VC_84),,,,,,,,,,
1351,BAD1_V__5838,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1352,BAD1_V__627,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1353,BAD1_V__6313,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1354,BAD1_V__6333,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1355,BAD1_V__6718,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1360,BAD1_V__8049,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1361,BAD1_V__839,Unassigned,Unassigned,Unassigned,,Overlap (VC_101/VC_102/VC_104/VC_323),,,,,,,,,,
1362,BAD1_V__8590,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1364,BAD1_V__9396,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1365,BAD1_V__9546,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1366,BAD1_V__9701,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1369,BAD2_V__10329,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1370,BAD2_V__10356,Unassigned,Unassigned,Unassigned,,Overlap (VC_61/VC_136),,,,,,,,,,
1372,BAD2_V__1553,Unassigned,Unassigned,Unassigned,,Overlap (VC_176/VC_317/VC_525),,,,,,,,,,
1373,BAD2_V__2019,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1374,BAD2_V__2077,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1376,BAD2_V__2225,Unassigned,Unassigned,Unassigned,,Overlap (VC_556/VC_557),,,,,,,,,,
1380,BAD2_V__2729,Unassigned,Unassigned,Unassigned,,Overlap (VC_183/VC_225),,,,,,,,,,
1384,BAD2_V__3278,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1385,BAD2_V__3383,Unassigned,Unassigned,Unassigned,,Overlap (VC_56/VC_159),,,,,,,,,,
1388,BAD2_V__3561,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1389,BAD2_V__3613,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1390,BAD2_V__37,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1391,BAD2_V__3982,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1392,BAD2_V__418,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1394,BAD2_V__5444,Unassigned,Unassigned,Unassigned,,Overlap (VC_317/VC_319),,,,,,,,,,
1395,BAD2_V__5734,Unassigned,Unassigned,Unassigned,,Overlap (VC_11/VC_176/VC_447),,,,,,,,,,
1396,BAD2_V__5967,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1397,BAD2_V__6126,Unassigned,Unassigned,Unassigned,,Overlap (VC_108/VC_512),,,,,,,,,,
1399,BAD2_V__6727,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1401,BAD2_V__7488,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1402,BAD2_V__7669,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1404,BAD2_V__7881,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1405,BAD2_V__7979,Unassigned,Unassigned,Unassigned,,Overlap (VC_467/VC_468/VC_807),,,,,,,,,,
1406,BAD2_V__805,Unassigned,Unassigned,Unassigned,,Overlap (VC_882/VC_1160),,,,,,,,,,
1407,BAD2_V__8275,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1409,BAD2_V__884,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1412,BAD2_V__9488,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1413,BAF1_V__10039,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1414,BAF1_V__10145,Unassigned,Unassigned,Unassigned,,Overlap (VC_375/VC_919),,,,,,,,,,
1415,BAF1_V__1048,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1417,BAF1_V__1491,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1419,BAF1_V__1548,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1420,BAF1_V__1594,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1421,BAF1_V__1767,Unassigned,Unassigned,Unassigned,,Overlap (VC_368/VC_1505),,,,,,,,,,
1422,BAF1_V__1838,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1426,BAF1_V__3112,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1427,BAF1_V__3136,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1428,BAF1_V__3175,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1429,BAF1_V__3217,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1431,BAF1_V__3521,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1432,BAF1_V__3541,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1433,BAF1_V__3700,Unassigned,Unassigned,Unassigned,,Overlap (VC_73/VC_259),,,,,,,,,,
1435,BAF1_V__372,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1437,BAF1_V__3738,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1439,BAF1_V__4297,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1441,BAF1_V__4623,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1443,BAF1_V__5005,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1444,BAF1_V__502,Unassigned,Unassigned,Unassigned,,Overlap (VC_202/VC_1392),,,,,,,,,,
1445,BAF1_V__5070,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1446,BAF1_V__512,Unassigned,Unassigned,Unassigned,,Overlap (VC_27/VC_144),,,,,,,,,,
1447,BAF1_V__5245,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1448,BAF1_V__5523,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1449,BAF1_V__5534,Unassigned,Unassigned,Unassigned,,Overlap (VC_53/VC_201/VC_1490),,,,,,,,,,
1450,BAF1_V__5562,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1453,BAF1_V__5792,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1455,BAF1_V__5837,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1456,BAF1_V__5919,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1457,BAF1_V__5933,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1459,BAF1_V__6406,Unassigned,Unassigned,Unassigned,,Overlap (VC_631/VC_745),,,,,,,,,,
1460,BAF1_V__6511,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1462,BAF1_V__6669,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1463,BAF1_V__6735,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1464,BAF1_V__6781,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1465,BAF1_V__6904,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1466,BAF1_V__6992,Unassigned,Unassigned,Unassigned,,Overlap (VC_44/VC_60/VC_1021),,,,,,,,,,
1467,BAF1_V__701,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1468,BAF1_V__7099,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1469,BAF1_V__7126,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1470,BAF1_V__7346,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1471,BAF1_V__7427,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1473,BAF1_V__7766,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1474,BAF1_V__7909,Unassigned,Unassigned,Unassigned,,Overlap (VC_634/VC_718/VC_745/VC_1300),,,,,,,,,,
1475,BAF1_V__7942,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1476,BAF1_V__852,Unassigned,Unassigned,Unassigned,,Overlap (VC_587/VC_588/VC_1134),,,,,,,,,,
1477,BAF1_V__8849,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1478,BAF1_V__8872,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1481,BAF1_V__971,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1482,BAF1_V__9728,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1483,BAF1_V__9762,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1484,BAF2_V__107,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1486,BAF2_V__1520,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1487,BAF2_V__1917,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1489,BAF2_V__2136,Unassigned,Unassigned,Unassigned,,Overlap (VC_108/VC_512/VC_1138),,,,,,,,,,
1490,BAF2_V__2205,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1493,BAF2_V__502,Unassigned,Unassigned,Unassigned,,Overlap (VC_632/VC_745),,,,,,,,,,
1494,BAF2_V__5383,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1496,BAF2_V__8586,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1497,BAF2_V__9305,Unassigned,Unassigned,Unassigned,,Overlap (VC_34/VC_163/VC_291/VC_627),,,,,,,,,,
1500,BAF3_V__1680,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1503,BAF3_V__2500,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1504,BAF3_V__3939,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1507,BAF3_V__5692,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1510,BAF3_V__7111,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1513,BAF3_V__9256,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1514,BAF7_V__1095,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1515,BAF7_V__1917,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1516,BAF7_V__4308,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1517,BAF7_V__444,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1518,BAF7_V__584,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1519,BAF7_V__6130,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1522,BAF7_V__965,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1523,BAF7_V__9913,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1524,BAF8_V__1033,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1527,BAF8_V__3264,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1530,BAH14_V__10105,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1531,BAH14_V__10295,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1532,BAH14_V__10299,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1533,BAH14_V__10315,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1538,BAH14_V__1741,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1540,BAH14_V__1894,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1541,BAH14_V__1991,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1544,BAH14_V__2064,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1545,BAH14_V__2079,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1546,BAH14_V__2160,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1547,BAH14_V__229,Unassigned,Unassigned,Unassigned,,Overlap (VC_239/VC_708/VC_709),,,,,,,,,,
1548,BAH14_V__2303,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1549,BAH14_V__2312,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1550,BAH14_V__2463,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1553,BAH14_V__2856,Unassigned,Unassigned,Unassigned,,Overlap (VC_98/VC_288),,,,,,,,,,
1554,BAH14_V__2862,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1555,BAH14_V__287,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1556,BAH14_V__3017,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1557,BAH14_V__3030,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1559,BAH14_V__316,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1561,BAH14_V__3200,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1563,BAH14_V__345,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1564,BAH14_V__3453,Unassigned,Unassigned,Unassigned,,Overlap (VC_28/VC_291/VC_627),,,,,,,,,,
1566,BAH14_V__353,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1567,BAH14_V__394,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1568,BAH14_V__4024,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1570,BAH14_V__4251,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1571,BAH14_V__4258,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1575,BAH14_V__4506,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1579,BAH14_V__4564,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1580,BAH14_V__4837,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1581,BAH14_V__495,Unassigned,Unassigned,Unassigned,,Overlap (VC_6/VC_453),,,,,,,,,,
1582,BAH14_V__4994,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1585,BAH14_V__5172,Unassigned,Unassigned,Unassigned,,Overlap (VC_998/VC_999),,,,,,,,,,
1586,BAH14_V__5212,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1589,BAH14_V__5347,Unassigned,Unassigned,Unassigned,,Overlap (VC_609/VC_613),,,,,,,,,,
1591,BAH14_V__5407,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1592,BAH14_V__5416,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1593,BAH14_V__5429,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1595,BAH14_V__5505,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1597,BAH14_V__5645,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1599,BAH14_V__6296,Unassigned,Unassigned,Unassigned,,Overlap (VC_56/VC_159),,,,,,,,,,
1601,BAH14_V__6486,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1602,BAH14_V__6517,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1605,BAH14_V__6878,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1607,BAH14_V__6956,Unassigned,Unassigned,Unassigned,,Overlap (VC_59/VC_70),,,,,,,,,,
1608,BAH14_V__6957,Unassigned,Unassigned,Unassigned,,Overlap (VC_153/VC_922),,,,,,,,,,
1610,BAH14_V__7247,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
1611,BAH14_V__7256,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
1612,BAH14_V__736,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
